articleId,articlePath,articleRole,candidateLessonId,candidateLessonPath,score,sharedConcepts,sharedSkills,contentSimilarity,intentSimilarity,conflictFlag,recommendedDecision,recommendedPlacement,recommendedAnchor,editorialDecision,editorialNotes
"article.resource-math-calculus-derivatives-derivatives-of-inverse-trig-functions","/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","method-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-general-logarithms","/subjects/math/calculus/derivatives/general-logarithms/","10","derivative","","0.583","0.583","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-product-rule-vs-quotient-rule","/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-product-rule","/subjects/math/calculus/derivatives/product-rule/","10","derivative","","0.700","0.700","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-product-rule-vs-quotient-rule","/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-quotient-rule","/subjects/math/calculus/derivatives/quotient-rule/","10","derivative","","0.700","0.700","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-derivatives-product-rule-vs-quotient-rule","/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","decision-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-multiple-chain-layers","/subjects/math/calculus/derivatives/multiple-chain-layers/","10","derivative","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-average-value-of-a-function","/subjects/math/calculus/integration-applications/average-value-of-a-function/","method-guide","textbook-lesson.subjects-math-calculus-integrals-average-value-of-a-function","/subjects/math/calculus/integrals/average-value-of-a-function/","10","integral","","0.643","0.643","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-average-value-of-a-function","/subjects/math/calculus/integration-applications/average-value-of-a-function/","method-guide","textbook-lesson.subjects-math-calculus-integration-applications-practice-exam-a","/subjects/math/calculus/integration-applications/practice-exam-a/","10","integral","","0.400","0.400","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-average-value-of-a-function","/subjects/math/calculus/integration-applications/average-value-of-a-function/","method-guide","textbook-lesson.subjects-math-calculus-integrals-initial-value-problems","/subjects/math/calculus/integrals/initial-value-problems/","10","integral","","0.389","0.389","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-washer-vs-shell","/subjects/math/calculus/integration-applications/washer-vs-shell/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-choosing-a-volume-method","/subjects/math/calculus/integration-applications/choosing-a-volume-method/","10","integral","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-washer-vs-shell","/subjects/math/calculus/integration-applications/washer-vs-shell/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-horizontal-slices","/subjects/math/calculus/integration-applications/horizontal-slices/","10","integral","","0.462","0.462","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-washer-vs-shell","/subjects/math/calculus/integration-applications/washer-vs-shell/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-arc-length","/subjects/math/calculus/integration-applications/arc-length/","10","integral","","0.455","0.455","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-work-and-fluid-force","/subjects/math/calculus/integration-applications/work-and-fluid-force/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-work-and-variable-force","/subjects/math/calculus/integration-applications/work-and-variable-force/","10","integral","","0.615","0.615","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-work-and-fluid-force","/subjects/math/calculus/integration-applications/work-and-fluid-force/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-fluid-pressure","/subjects/math/calculus/integration-applications/fluid-pressure/","10","integral","","0.571","0.571","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-applications-work-and-fluid-force","/subjects/math/calculus/integration-applications/work-and-fluid-force/","decision-guide","textbook-lesson.subjects-math-calculus-integration-applications-density-and-mass","/subjects/math/calculus/integration-applications/density-and-mass/","10","integral","","0.429","0.429","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-calculus-integration-techniques","/subjects/math/calculus/integration-techniques/","quick-answer","textbook-lesson.subjects-math-calculus-integrals-integration-strategy","/subjects/math/calculus/integrals/integration-strategy/","8","integral","","0.333","0.333","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-calculus-integration-techniques","/subjects/math/calculus/integration-techniques/","quick-answer","textbook-lesson.subjects-math-calculus-integrals-review","/subjects/math/calculus/integrals/review/","8","integral","","0.333","0.333","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.topic-math-calculus-integration-techniques","/subjects/math/calculus/integration-techniques/","quick-answer","textbook-lesson.subjects-math-calculus-integration-applications-review","/subjects/math/calculus/integration-applications/review/","8","integral","","0.333","0.333","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-improper-integrals","/subjects/math/calculus/integration-techniques/improper-integrals/","quick-answer","textbook-lesson.subjects-math-calculus-sequences-and-series-limits-of-sequences","/subjects/math/calculus/sequences-and-series/limits-of-sequences/","8","limit","","0.286","0.286","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-improper-integrals","/subjects/math/calculus/integration-techniques/improper-integrals/","quick-answer","textbook-lesson.calc-1-unit-2b-derivative-applications-medication-concentration","/subjects/math/calculus/derivative-applications/medication-concentration/","8","limit","","0.222","0.222","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-improper-integrals","/subjects/math/calculus/integration-techniques/improper-integrals/","quick-answer","textbook-lesson.subjects-math-calculus-sequences-and-series-limit-comparison-test","/subjects/math/calculus/sequences-and-series/limit-comparison-test/","8","limit","","0.200","0.200","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-integration-by-parts-strategy","/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-integration-by-parts","/subjects/math/calculus/integrals/integration-by-parts/","10","integration-by-parts","","0.357","0.357","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-integration-by-parts-strategy","/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-integration-strategy","/subjects/math/calculus/integrals/integration-strategy/","4","","","0.235","0.235","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-integration-by-parts-strategy","/subjects/math/calculus/integration-techniques/integration-by-parts-strategy/","decision-guide","textbook-lesson.limits.calculus-limits-limit-laws","/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","4","","","0.222","0.222","","SECONDARY_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-partial-fractions","/subjects/math/calculus/integration-techniques/partial-fractions/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-partial-fractions","/subjects/math/calculus/integrals/partial-fractions/","10","integral","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-partial-fractions","/subjects/math/calculus/integration-techniques/partial-fractions/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-accumulation-functions","/subjects/math/calculus/integrals/accumulation-functions/","8","integral","","0.250","0.250","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-partial-fractions","/subjects/math/calculus/integration-techniques/partial-fractions/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-cumulative-practice","/subjects/math/calculus/integrals/cumulative-practice/","8","integral","","0.250","0.250","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-trigonometric-integrals","/subjects/math/calculus/integration-techniques/trigonometric-integrals/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-rates-to-total-change","/subjects/math/calculus/integrals/rates-to-total-change/","8","integral","","0.294","0.294","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-trigonometric-integrals","/subjects/math/calculus/integration-techniques/trigonometric-integrals/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-trigonometric-integrals","/subjects/math/calculus/integrals/trigonometric-integrals/","8","integral","","0.286","0.286","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-trigonometric-integrals","/subjects/math/calculus/integration-techniques/trigonometric-integrals/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-trigonometric-substitution","/subjects/math/calculus/integrals/trigonometric-substitution/","8","integral","","0.286","0.286","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-trigonometric-substitution","/subjects/math/calculus/integration-techniques/trigonometric-substitution/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-trigonometric-substitution","/subjects/math/calculus/integrals/trigonometric-substitution/","10","integral","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-trigonometric-substitution","/subjects/math/calculus/integration-techniques/trigonometric-substitution/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-trigonometric-integrals","/subjects/math/calculus/integrals/trigonometric-integrals/","10","integral","","0.364","0.364","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-trigonometric-substitution","/subjects/math/calculus/integration-techniques/trigonometric-substitution/","decision-guide","textbook-lesson.subjects-math-calculus-sequences-and-series-integral-test","/subjects/math/calculus/sequences-and-series/integral-test/","10","integral","","0.364","0.364","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-u-substitution","/subjects/math/calculus/integration-techniques/u-substitution/","decision-guide","textbook-lesson.subjects-math-calculus-integrals-substitution","/subjects/math/calculus/integrals/substitution/","10","chain-rule","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-u-substitution","/subjects/math/calculus/integration-techniques/u-substitution/","decision-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-chain-rule-basic","/subjects/math/calculus/derivatives/chain-rule-basic/","10","chain-rule","","0.417","0.417","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-integration-techniques-u-substitution","/subjects/math/calculus/integration-techniques/u-substitution/","decision-guide","textbook-lesson.calc-1-unit-2a-derivative-foundations-techniques-advanced-chain-rule-linear-maps","/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","10","chain-rule","","0.375","0.375","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-continuity-at-a-point","/subjects/math/calculus/limits-continuity/continuity-at-a-point/","method-guide","textbook-lesson.limits.calculus-continuity-continuity-at-a-point","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-at-a-point/","10","continuity","","0.667","0.667","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-continuity-at-a-point","/subjects/math/calculus/limits-continuity/continuity-at-a-point/","method-guide","textbook-lesson.limits.calculus-limits-what-a-limit-means","/subjects/math/calculus/limits-continuity/unit/limits/what-a-limit-means/","10","continuity","","0.455","0.455","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-continuity-at-a-point","/subjects/math/calculus/limits-continuity/continuity-at-a-point/","method-guide","textbook-lesson.limits.calculus-limits-zero-over-zero","/subjects/math/calculus/limits-continuity/unit/limits/zero-over-zero/","10","continuity","","0.385","0.385","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-evaluating-indeterminate-limits","/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer","textbook-lesson.limits.calculus-limits-disprove-limit-epsilon-delta","/subjects/math/calculus/limits-continuity/unit/limits/disprove-limit-epsilon-delta/","10","continuity","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-evaluating-indeterminate-limits","/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer","textbook-lesson.limits.calculus-limits-limit-laws","/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","10","continuity","","0.462","0.462","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-evaluating-indeterminate-limits","/subjects/math/calculus/limits-continuity/evaluating-indeterminate-limits/","quick-answer","textbook-lesson.limits.calculus-continuity-repair-removable-discontinuity","/subjects/math/calculus/limits-continuity/unit/continuity/repair-removable-discontinuity/","10","continuity","","0.385","0.385","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-infinite-limits-and-asymptotes","/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","method-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-review","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","10","continuity","","0.778","0.778","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-infinite-limits-and-asymptotes","/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","method-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-practice","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","10","continuity","","0.600","0.600","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-infinite-limits-and-asymptotes","/subjects/math/calculus/limits-continuity/infinite-limits-and-asymptotes/","method-guide","textbook-lesson.limits.calculus-limits-limits-at-infinity","/subjects/math/calculus/limits-continuity/unit/limits/limits-at-infinity/","10","continuity","","0.545","0.545","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-limit-of-sin-x-over-x","/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","quick-answer","textbook-lesson.limits.calculus-limits-sin-x-over-x-proof","/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x-proof/","10","continuity","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-limit-of-sin-x-over-x","/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","quick-answer","textbook-lesson.limits.calculus-limits-sin-x-over-x","/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x/","10","continuity","","0.467","0.467","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-limit-of-sin-x-over-x","/subjects/math/calculus/limits-continuity/limit-of-sin-x-over-x/","quick-answer","textbook-lesson.limits.calculus-limits-disprove-limit-epsilon-delta","/subjects/math/calculus/limits-continuity/unit/limits/disprove-limit-epsilon-delta/","8","continuity","","0.278","0.278","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-one-sided-limits-and-jump-discontinuities","/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","method-guide","textbook-lesson.limits.calculus-limits-one-sided-limits","/subjects/math/calculus/limits-continuity/unit/limits/one-sided-limits/","10","continuity","","0.538","0.538","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-one-sided-limits-and-jump-discontinuities","/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","method-guide","textbook-lesson.limits.calculus-limits-vertical-asymptotes","/subjects/math/calculus/limits-continuity/unit/limits/vertical-asymptotes/","10","continuity","","0.462","0.462","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-one-sided-limits-and-jump-discontinuities","/subjects/math/calculus/limits-continuity/one-sided-limits-and-jump-discontinuities/","method-guide","textbook-lesson.limits.calculus-limits-cumulative-practice","/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","10","continuity","","0.455","0.455","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-squeeze-theorem","/subjects/math/calculus/limits-continuity/squeeze-theorem/","quick-answer","textbook-lesson.limits.calculus-limits-squeeze-theorem","/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","10","continuity","","0.545","0.545","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-squeeze-theorem","/subjects/math/calculus/limits-continuity/squeeze-theorem/","quick-answer","textbook-lesson.limits.calculus-limits-limit-laws","/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","10","continuity","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-limits-continuity-squeeze-theorem","/subjects/math/calculus/limits-continuity/squeeze-theorem/","quick-answer","textbook-lesson.limits.calculus-continuity-repair-removable-discontinuity","/subjects/math/calculus/limits-continuity/unit/continuity/repair-removable-discontinuity/","8","continuity","","0.333","0.333","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-and-continuity","/subjects/math/calculus/limits-continuity/unit/","decision-guide","textbook-lesson.limits.calculus-limits-cumulative-practice","/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","10","continuity","","0.556","0.556","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-and-continuity","/subjects/math/calculus/limits-continuity/unit/","decision-guide","textbook-lesson.limits.calculus-limits-unit-review","/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","10","continuity","","0.556","0.556","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-and-continuity","/subjects/math/calculus/limits-continuity/unit/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-practice","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","10","continuity","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-cosine-limits","/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","decision-guide","textbook-lesson.limits.calculus-limits-cumulative-practice","/subjects/math/calculus/limits-continuity/unit/limits/cumulative-practice/","10","continuity","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-cosine-limits","/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","decision-guide","textbook-lesson.limits.calculus-limits-unit-review","/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","10","continuity","","0.500","0.500","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-cosine-limits","/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-practice","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","10","continuity","","0.455","0.455","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-infinite-limits","/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-concept-quiz","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","10","continuity","","0.625","0.625","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-infinite-limits","/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-practice","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","10","continuity","","0.556","0.556","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-infinite-limits","/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-review","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","10","continuity","","0.556","0.556","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limit-decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","decision-guide","textbook-lesson.limits.calculus-limits-notation-guide","/subjects/math/calculus/limits-continuity/unit/limits/notation-guide/","10","continuity","","0.625","0.625","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limit-decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","decision-guide","textbook-lesson.limits.calculus-limits-finite-limit-decision-tree","/subjects/math/calculus/limits-continuity/unit/limits/finite-limit-decision-tree/","10","continuity","","0.556","0.556","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limit-decision-guide","/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","decision-guide","textbook-lesson.limits.calculus-limits-meaning-review","/subjects/math/calculus/limits-continuity/unit/limits/meaning-review/","10","continuity","","0.444","0.444","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-concept-quiz","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","decision-guide","textbook-lesson.limits.calculus-limits-finite-limits-concept-quiz","/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-concept-quiz/","10","continuity","","0.750","0.750","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-concept-quiz","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-concept-quiz","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","10","continuity","","0.750","0.750","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-concept-quiz","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","decision-guide","textbook-lesson.limits.calculus-continuity-continuity-concept-quiz","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","10","continuity","","0.714","0.714","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-practice","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","decision-guide","textbook-lesson.limits.calculus-limits-finite-limits-practice","/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-practice/","10","continuity","","0.750","0.750","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-practice","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","decision-guide","textbook-lesson.limits.calculus-limits-meaning-practice","/subjects/math/calculus/limits-continuity/unit/limits/meaning-practice/","10","continuity","","0.750","0.750","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-practice","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","decision-guide","textbook-lesson.limits.calculus-continuity-continuity-practice","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-practice/","10","continuity","","0.556","0.556","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-review","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","decision-guide","textbook-lesson.limits.calculus-limits-unit-review","/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","10","continuity","","0.667","0.667","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-review","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","decision-guide","textbook-lesson.limits.calculus-limits-infinite-behavior-review","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","10","continuity","","0.600","0.600","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"textbook-lesson.limits.calculus-limits-trig-limits-review","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","decision-guide","textbook-lesson.limits.calculus-continuity-continuity-review","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","10","continuity","","0.556","0.556","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
"article.resource-math-calculus-sequences-series-harmonic-series-diverges","/subjects/math/calculus/sequences-series/harmonic-series-diverges/","quick-answer","textbook-lesson.subjects-math-calculus-sequences-and-series-harmonic-and-p-series","/subjects/math/calculus/sequences-and-series/harmonic-and-p-series/","10","harmonic-series","","0.417","0.417","","PRIMARY_CONTEXTUAL_CANDIDATE","After the concise explanation or worked example","Learn this fully","",""
