route,page_role,words_before_first_substantive_content,dom_nodes_before_first_substantive_content,vertical_pixels_before_first_substantive_content,metadata_items_before_content,callout_count_before_content,card_count_before_content,navigation_blocks_before_content,outline_present,outline_item_count,breadcrumb_height,header_height,first_substantive_heading,repeated_boilerplate_word_count,main_content_ratio
"/subjects/math/calculus/sequences-and-series/direct-comparison-test/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.846"
"/subjects/math/calculus/sequences-and-series/explicit-and-recursive-sequences/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.855"
"/subjects/math/calculus/sequences-and-series/geometric-series/","textbook-lesson","10","14","","5","0","0","3","false","0","","","","181","0.867"
"/subjects/math/calculus/sequences-and-series/harmonic-and-p-series/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.859"
"/subjects/math/calculus/sequences-and-series/infinite-series-and-partial-sums/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.851"
"/subjects/math/calculus/sequences-and-series/integral-test-remainder-estimates/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.851"
"/subjects/math/calculus/sequences-and-series/integral-test/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.885"
"/subjects/math/calculus/sequences-and-series/limit-comparison-test/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.865"
"/subjects/math/calculus/sequences-and-series/limits-of-sequences/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.879"
"/subjects/math/calculus/sequences-and-series/monotone-and-bounded-sequences/","textbook-lesson","12","14","","3","1","0","3","false","0","","","","183","0.873"
"/subjects/math/calculus/sequences-and-series/nth-term-divergence-test/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.848"
"/subjects/math/calculus/sequences-and-series/practice-exam-a-answer-key/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","184","0.696"
"/subjects/math/calculus/sequences-and-series/practice-exam-a/","textbook-lesson","13","14","","4","1","0","3","false","0","","","","182","0.720"
"/subjects/math/calculus/sequences-and-series/practice-exam-b-answer-key/","textbook-lesson","15","14","","3","0","0","3","false","0","","","","184","0.755"
"/subjects/math/calculus/sequences-and-series/practice-exam-b/","textbook-lesson","13","14","","4","1","0","3","false","0","","","","182","0.719"
"/subjects/math/calculus/sequences-and-series/prerequisite-diagnostic/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","181","0.655"
"/subjects/math/calculus/sequences-and-series/ratio-test/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.856"
"/subjects/math/calculus/sequences-and-series/reference-sheet/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","181","0.626"
"/subjects/math/calculus/sequences-and-series/root-test/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.833"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","textbook-lesson","12","14","","3","0","0","3","false","0","","","","183","0.841"
"/subjects/math/calculus/sequences-and-series/sequence-review/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.645"
"/subjects/math/calculus/sequences-and-series/sequences-as-functions/","textbook-lesson","14","14","","3","0","0","3","false","0","","","","185","0.876"
"/subjects/math/calculus/sequences-and-series/squeeze-theorem-for-sequences/","textbook-lesson","13","14","","3","0","0","3","false","0","","","","184","0.823"
"/subjects/math/calculus/sequences-and-series/telescoping-series/","textbook-lesson","10","14","","3","0","0","3","false","0","","","","181","0.859"
"/subjects/math/calculus/sequences-and-series/test-selection-practice/","textbook-lesson","11","14","","3","0","0","3","false","0","","","","182","0.680"
"/subjects/math/calculus/sequences-series/harmonic-series-diverges/","quick-answer","2","6","","2","1","0","2","true","6","","","","352","0.560"
"/subjects/math/calculus/sequences-series/ratio-test-vs-root-test/","decision-guide","2","6","","2","1","0","2","true","6","","","","356","0.647"
"/subjects/math/calculus/visuals/","resource-hub","15","12","","0","0","8","2","false","0","","","","183","0.494"
"/subjects/math/calculus/visuals/convergence-tests-flowchart/","visual-guide","21","15","","0","0","0","1","false","0","","","","183","0.547"
"/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","23","15","","0","0","0","1","false","0","","","","186","0.568"
"/subjects/math/calculus/visuals/riemann-sum-progression/","visual-guide","22","15","","0","0","0","1","false","0","","","","185","0.619"
"/subjects/math/calculus/visuals/taylor-approximation-visual/","visual-guide","19","15","","0","0","0","1","false","0","","","","182","0.600"
"/subjects/math/calculus/worked-problems/","resource-hub","13","12","","0","0","44","2","false","0","","","","181","0.795"
"/subjects/math/calculus/worked-problems/absolute-versus-conditional-convergence/","worked-problem","24","15","","0","0","0","1","false","0","","","","185","0.592"
"/subjects/math/calculus/worked-problems/alternating-series-test-example/","worked-problem","24","15","","0","0","0","1","false","0","","","","185","0.586"
"/subjects/math/calculus/worked-problems/basic-chain-rule/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.594"
"/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","19","15","","0","0","0","1","false","0","","","","183","0.657"
"/subjects/math/calculus/worked-problems/finite-geometric-sum/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.652"
"/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","22","15","","0","0","0","1","false","0","","","","184","0.598"
"/subjects/math/calculus/worked-problems/infinite-geometric-sum/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.663"
"/subjects/math/calculus/worked-problems/integration-by-parts-log-x/","worked-problem","25","15","","0","0","0","1","false","0","","","","186","0.694"
"/subjects/math/calculus/worked-problems/integration-by-parts-x-e-x/","worked-problem","27","15","","0","0","0","1","false","0","","","","187","0.704"
"/subjects/math/calculus/worked-problems/interval-of-convergence-example/","worked-problem","23","15","","0","0","0","1","false","0","","","","185","0.664"
"/subjects/math/calculus/worked-problems/limit-by-factoring/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.587"
"/subjects/math/calculus/worked-problems/limit-by-rationalization/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.591"
"/subjects/math/calculus/worked-problems/limit-comparison-example/","worked-problem","22","15","","0","0","0","1","false","0","","","","184","0.616"
"/subjects/math/calculus/worked-problems/nested-chain-rule/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.613"
"/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","worked-problem","23","15","","0","0","0","1","false","0","","","","185","0.659"
"/subjects/math/calculus/worked-problems/open-top-box-optimization/","worked-problem","23","15","","0","0","0","1","false","0","","","","185","0.667"
"/subjects/math/calculus/worked-problems/product-plus-chain-rule/","worked-problem","23","15","","0","0","0","1","false","0","","","","185","0.630"
"/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","worked-problem","23","15","","0","0","0","1","false","0","","","","185","0.626"
"/subjects/math/calculus/worked-problems/ratio-test-example/","worked-problem","22","15","","0","0","0","1","false","0","","","","184","0.587"
"/subjects/math/calculus/worked-problems/repeated-integration-by-parts/","worked-problem","23","15","","0","0","0","1","false","0","","","","185","0.714"
"/subjects/math/calculus/worked-problems/repeating-decimal-as-a-series/","worked-problem","25","15","","0","0","0","1","false","0","","","","186","0.644"
"/subjects/math/calculus/worked-problems/root-test-example/","worked-problem","22","15","","0","0","0","1","false","0","","","","184","0.597"
"/subjects/math/calculus/worked-problems/shifted-geometric-series/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.671"
"/subjects/math/calculus/worked-problems/taylor-approximation-error/","worked-problem","21","15","","0","0","0","1","false","0","","","","184","0.696"
"/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","worked-problem","23","15","","0","0","0","1","false","0","","","","185","0.671"
"/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","worked-problem","25","15","","0","0","0","1","false","0","","","","186","0.677"
"/subjects/math/calculus/worksheets/","resource-hub","14","12","","0","0","11","2","false","0","","","","182","0.552"
"/subjects/math/calculus/worksheets/chain-rule/","worksheet","20","15","","0","0","0","1","false","0","","","","185","0.951"
"/subjects/math/calculus/worksheets/evaluating-limits/","worksheet","18","15","","0","0","0","1","false","0","","","","183","0.945"
"/subjects/math/calculus/worksheets/geometric-series/","worksheet","20","15","","0","0","0","1","false","0","","","","185","0.940"
"/subjects/math/calculus/worksheets/integration-by-parts/","worksheet","20","15","","0","0","0","1","false","0","","","","184","0.962"
"/subjects/math/calculus/worksheets/optimization/","worksheet","17","15","","0","0","0","1","false","0","","","","183","0.935"
"/subjects/math/calculus/worksheets/taylor-series/","worksheet","20","15","","0","0","0","1","false","0","","","","185","0.946"
"/tools/","directory","0","1","","8","1","0","0","false","0","","","","182","0.370"
"/tools/math/algebra/expression-checker/","tool","0","1","","1","1","3","0","false","0","","","","303","0.413"
"/tools/math/calculus/integration-method-finder/","tool","0","1","","1","0","0","0","false","0","","","","366","0.293"
