route,title,length,unique,h1,title_h1_consistent,page_role
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-graph/","Reading Epsilon and Delta From a Graph | Better Grades","54","true","Reading Epsilon and Delta From a Graph","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-introduction/","Epsilon-Delta Definition: An Introduction | Better Grades","57","true","Epsilon-Delta Definition: An Introduction","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-linear/","Epsilon-Delta Proofs for Linear Functions | Better Grades","57","true","Epsilon-Delta Proofs for Linear Functions","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-practice/","Epsilon-Delta Practice Problems | Better Grades","47","true","Epsilon-Delta Practice Problems","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-quadratic/","Epsilon-Delta Proofs for Quadratic Functions | Better Grades","60","true","Epsilon-Delta Proofs for Quadratic Functions","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-review/","Epsilon-Delta Review | Better Grades","36","true","Epsilon-Delta Review","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","Evaluating Limits by Factoring | Better Grades","46","true","Evaluating Limits by Factoring","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limit-decision-tree/","Finite Limit Decision Tree | Better Grades","42","true","Finite Limit Decision Tree","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-concept-quiz/","Finite Limits Concept Quiz | Better Grades","42","true","Finite Limits Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-practice/","Finite Limit Practice Problems | Better Grades","46","true","Finite Limit Practice Problems","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-review/","Finite Limits Review | Better Grades","36","true","Finite Limits Review","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/formal-infinite-limits/","Formal Definition of an Infinite Limit | Better Grades","54","true","Formal Definition of an Infinite Limit","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/function-value-vs-limit/","Function Value vs. Limit | Better Grades","40","true","Function Value vs. Limit","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","Infinite Limits Concept Quiz | Better Grades","44","true","Infinite Limits Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","Infinite Limits and Asymptote Practice | Better Grades","54","true","Infinite Limits and Asymptote Practice","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","Infinite Limits and Asymptotes Review | Better Grades","53","true","Infinite Limits and Asymptotes Review","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","Infinite Limits Explained | Better Grades","41","true","Infinite Limits Explained","true","decision-guide"
"/subjects/math/calculus/limits-continuity/unit/limits/infinity-minus-infinity/","Infinity Minus Infinity Limits | Better Grades","46","true","Infinity Minus Infinity Limits","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/limit-at-a-hole/","Limits at Holes and Undefined Points | Better Grades","52","true","Limits at Holes and Undefined Points","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","Limit Laws and How to Use Them | Better Grades","46","true","Limit Laws and How to Use Them","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/limits-at-infinity/","Limits at Infinity and Horizontal Asymptotes | Better Grades","60","true","Limits at Infinity and Horizontal Asymptotes","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/meaning-concept-quiz/","Limit Meaning Concept Quiz | Better Grades","42","true","Limit Meaning Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/meaning-practice/","Limit Meaning Practice Problems | Better Grades","47","true","Limit Meaning Practice Problems","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/meaning-review/","Limit Meaning Review | Better Grades","36","true","Limit Meaning Review","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/notation-guide/","Limit Notation Guide | Better Grades","36","true","Limit Notation Guide","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/one-sided-limits/","One-Sided Limits From the Left and Right | Better Grades","56","true","One-Sided Limits From the Left and Right","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-a/","Limits and Continuity Practice Exam A | Better Grades","53","true","Limits and Continuity Practice Exam A","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-a/answer-key/","Limits and Continuity Practice Exam A Answer Key | Better Grades","64","true","Practice Exam A Answer Key","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-b/","Limits and Continuity Practice Exam B | Better Grades","53","true","Limits and Continuity Practice Exam B","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/practice-exam-b/answer-key/","Limits and Continuity Practice Exam B Answer Key | Better Grades","64","true","Practice Exam B Answer Key","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/prerequisite-diagnostic/","Calculus Limits Prerequisite Diagnostic | Better Grades","55","true","Calculus Limits Prerequisite Diagnostic","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/radicals-at-infinity/","Radical Limits at Infinity | Better Grades","42","true","Radical Limits at Infinity","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/ratio-of-sines/","Limits of Ratios of Sine Functions | Better Grades","50","true","Limits of Ratios of Sine Functions","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/rationalizing-radicals/","Evaluating Radical Limits With Conjugates | Better Grades","57","true","Evaluating Radical Limits With Conjugates","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/read-limits-from-graphs/","How to Read Limits From a Graph | Better Grades","47","true","How to Read Limits From a Graph","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/scaled-sine-tangent/","Scaled Sine and Tangent Limits | Better Grades","46","true","Scaled Sine and Tangent Limits","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x-proof/","Geometric Proof of the sin(x)/x Limit | Better Grades","53","true","Geometric Proof of the sin(x)/x Limit","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x/","Why sin(x)/x Approaches 1 | Better Grades","41","true","Why sin(x)/x Approaches 1","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/slant-asymptotes/","Polynomial and Slant Asymptotes | Better Grades","47","true","Polynomial and Slant Asymptotes","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","The Squeeze Theorem | Better Grades","35","true","The Squeeze Theorem","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","Trigonometric Limit Decision Guide | Better Grades","50","true","Trigonometric Limit Decision Guide","true","decision-guide"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","Trigonometric Limits Concept Quiz | Better Grades","49","true","Trigonometric Limits Concept Quiz","true","decision-guide"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","Trigonometric Limit Practice Problems | Better Grades","53","true","Trigonometric Limit Practice Problems","true","decision-guide"
"/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","Squeeze and Trigonometric Limits Review | Better Grades","55","true","Squeeze and Trigonometric Limits Review","true","decision-guide"
"/subjects/math/calculus/limits-continuity/unit/limits/unit-review/","Limits and Continuity Unit Review | Better Grades","49","true","Limits and Continuity Unit Review","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/vertical-asymptotes/","Vertical Asymptotes and One-Sided Sign Analysis | Better Grades","63","true","Vertical Asymptotes and One-Sided Sign Analysis","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/what-a-limit-means/","What a Limit Means | Better Grades","34","true","What a Limit Means","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/when-a-limit-does-not-exist/","When a Limit Does Not Exist | Better Grades","43","true","When a Limit Does Not Exist","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/why-limits-matter/","Why Limits Matter in Calculus | Better Grades","45","true","Why Limits Matter in Calculus","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/limits/zero-over-zero/","What 0/0 Means in a Limit | Better Grades","41","true","What 0/0 Means in a Limit","true","textbook-lesson"
"/subjects/math/calculus/limits-continuity/unit/study/correct-practice-test/","How to Correct a Calculus Practice Test | Better Grades","55","true","How to Correct a Calculus Practice Test","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/","Unit 4B: Power Series and Taylor Series | Better Grades","55","true","Unit 4B: Power Series and Taylor Series","true","unit-hub"
"/subjects/math/calculus/power-series-and-taylor-series/algebra-with-power-series/","Algebra with Power Series | Unit 4B | Better Grades","51","true","Algebra with Power Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/alternating-series-approximation/","Alternating-Series Approximation for Taylor Series | Unit 4B | Better Grades","76","true","Alternating-Series Approximation for Taylor Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/binomial-series/","The Binomial Series | Unit 4B | Better Grades","45","true","The Binomial Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/building-new-series/","Building New Series from Known Ones | Unit 4B | Better Grades","61","true","Building New Series from Known Ones","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/common-errors/","Common Errors in Power and Taylor Series | Unit 4B | Better Grades","66","true","Common Errors in Power and Taylor Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/concept-quiz/","Unit 4B Concept Quiz | Better Grades","36","true","Unit 4B Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/differentiating-and-integrating-power-series/","Differentiating and Integrating Power Series | Unit 4B | Better Grades","70","true","Differentiating and Integrating Power Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/endpoint-testing/","Endpoint Testing for Power Series | Unit 4B | Better Grades","59","true","Endpoint Testing for Power Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/geometric-series-library/","The Geometric Series as a Function Library | Unit 4B | Better Grades","68","true","The Geometric Series as a Function Library","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/logarithm-and-arctangent-series/","Logarithm and Arctangent Series | Unit 4B | Better Grades","57","true","Logarithm and Arctangent Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/maclaurin-series/","Maclaurin Series | Unit 4B | Better Grades","42","true","Maclaurin Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/mixed-practice/","Unit 4B Mixed Practice | Better Grades","38","true","Unit 4B Mixed Practice","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-as-functions/","Power Series as Functions | Unit 4B | Better Grades","51","true","Power Series as Functions","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/power-series-review/","Power Series Review | Unit 4B | Better Grades","45","true","Power Series Review","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a-answer-key/","Unit 4B Practice Exam A Answer Key | Better Grades","50","true","Unit 4B Practice Exam A Answer Key","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-a/","Unit 4B Practice Exam A | Better Grades","39","true","Unit 4B Practice Exam A","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b-answer-key/","Unit 4B Practice Exam B Answer Key | Better Grades","50","true","Unit 4B Practice Exam B Answer Key","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/practice-exam-b/","Unit 4B Practice Exam B | Better Grades","39","true","Unit 4B Practice Exam B","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","Radius and Interval of Convergence | Unit 4B | Better Grades","60","true","Radius and Interval of Convergence","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/ratio-test-for-power-series/","Using the Ratio Test on Power Series | Unit 4B | Better Grades","62","true","Using the Ratio Test on Power Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/reference-sheet/","Unit 4B Reference Sheet | Better Grades","39","true","Unit 4B Reference Sheet","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/series-for-definite-integrals/","Using Series to Approximate Definite Integrals | Unit 4B | Better Grades","72","true","Using Series to Approximate Definite Integrals","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/series-solutions-preview/","A Preview of Series Solutions to Differential Equations | Unit 4B | Better Grades","81","true","A Preview of Series Solutions to Differential Equations","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/small-angle-physics/","Small-Angle Approximations in Physics | Unit 4B | Better Grades","63","true","Small-Angle Approximations in Physics","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/standard-maclaurin-series/","Standard Maclaurin Series | Unit 4B | Better Grades","51","true","Standard Maclaurin Series","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-polynomials/","Taylor Polynomials | Unit 4B | Better Grades","44","true","Taylor Polynomials","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/","Taylor s Theorem and the Remainder | Unit 4B | Better Grades","60","true","Taylor s Theorem and the Remainder","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-centered-at-a/","Taylor Series Centered at a | Unit 4B | Better Grades","53","true","Taylor Series Centered at a","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/taylor-series-review/","Taylor Series Review | Unit 4B | Better Grades","46","true","Taylor Series Review","true","textbook-lesson"
"/subjects/math/calculus/power-series-and-taylor-series/uniform-convergence-preview/","Why Termwise Operations Need Uniform Control | Unit 4B | Better Grades","70","true","Why Termwise Operations Need Uniform Control","true","textbook-lesson"
"/subjects/math/calculus/practice-exams/","Calculus Practice Exams with Complete Solutions | Better Grades","63","true","Calculus Practice Exams with Complete Solutions","true","resource-hub"
"/subjects/math/calculus/practice-exams/calculus-1-final/","Calculus I Practice Final Exam with Complete Solutions | Better Grades","70","true","Calculus I Practice Final Exam with Complete Solutions","true","practice-exam"
"/subjects/math/calculus/practice-exams/calculus-2-final/","Calculus II Practice Final Exam with Complete Solutions | Better Grades","71","true","Calculus II Practice Final Exam with Complete Solutions","true","practice-exam"
"/subjects/math/calculus/sequences-and-series/","Unit 4A: Sequences and Infinite Series | Better Grades","54","true","Unit 4A: Sequences and Infinite Series","true","unit-hub"
"/subjects/math/calculus/sequences-and-series/absolute-and-conditional-convergence/","Absolute and Conditional Convergence | Unit 4A | Better Grades","62","true","Absolute and Conditional Convergence","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/alternating-series-error/","Alternating-Series Error Estimates | Unit 4A | Better Grades","60","true","Alternating-Series Error Estimates","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/alternating-series-test/","Alternating Series | Unit 4A | Better Grades","44","true","Alternating Series","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/cauchy-criterion-preview/","Why Convergence Is About Tails: A Cauchy Preview | Unit 4A | Better Grades","74","true","Why Convergence Is About Tails: A Cauchy Preview","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/choosing-a-convergence-test/","Choosing a Convergence Test | Unit 4A | Better Grades","53","true","Choosing a Convergence Test","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/common-errors/","Common Errors in Sequence and Series Problems | Unit 4A | Better Grades","71","true","Common Errors in Sequence and Series Problems","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/concept-quiz/","Unit 4A Concept Quiz | Better Grades","36","true","Unit 4A Concept Quiz","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/convergence-tests-review/","Convergence Tests Review | Unit 4A | Better Grades","50","true","Convergence Tests Review","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/direct-comparison-test/","The Direct Comparison Test | Unit 4A | Better Grades","52","true","The Direct Comparison Test","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/explicit-and-recursive-sequences/","Explicit and Recursive Sequences | Unit 4A | Better Grades","58","true","Explicit and Recursive Sequences","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/geometric-series/","Geometric Series | Unit 4A | Better Grades","42","true","Geometric Series","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/harmonic-and-p-series/","The Harmonic Series and p-Series | Unit 4A | Better Grades","58","true","The Harmonic Series and p-Series","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/infinite-series-and-partial-sums/","Infinite Series and Partial Sums | Unit 4A | Better Grades","58","true","Infinite Series and Partial Sums","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/integral-test-remainder-estimates/","Integral-Test Remainder Estimates | Unit 4A | Better Grades","59","true","Integral-Test Remainder Estimates","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/integral-test/","The Integral Test | Unit 4A | Better Grades","43","true","The Integral Test","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/limit-comparison-test/","The Limit Comparison Test | Unit 4A | Better Grades","51","true","The Limit Comparison Test","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/limits-of-sequences/","Limits of Sequences | Unit 4A | Better Grades","45","true","Limits of Sequences","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/monotone-and-bounded-sequences/","Monotone and Bounded Sequences | Unit 4A | Better Grades","56","true","Monotone and Bounded Sequences","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/nth-term-divergence-test/","The nth-Term Test for Divergence | Unit 4A | Better Grades","58","true","The nth-Term Test for Divergence","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/practice-exam-a-answer-key/","Unit 4A Practice Exam A Answer Key | Better Grades","50","true","Unit 4A Practice Exam A Answer Key","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/practice-exam-a/","Unit 4A Practice Exam A | Better Grades","39","true","Unit 4A Practice Exam A","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/practice-exam-b-answer-key/","Unit 4A Practice Exam B Answer Key | Better Grades","50","true","Unit 4A Practice Exam B Answer Key","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/practice-exam-b/","Unit 4A Practice Exam B | Better Grades","39","true","Unit 4A Practice Exam B","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/prerequisite-diagnostic/","Unit 4A Prerequisite Diagnostic | Better Grades","47","true","Unit 4A Prerequisite Diagnostic","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/ratio-test/","The Ratio Test | Unit 4A | Better Grades","40","true","The Ratio Test","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/reference-sheet/","Unit 4A Reference Sheet | Better Grades","39","true","Unit 4A Reference Sheet","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/root-test/","The Root Test | Unit 4A | Better Grades","39","true","The Root Test","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","Limit Laws for Sequences | Unit 4A | Better Grades","50","true","Limit Laws for Sequences","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/sequence-review/","Sequence Review | Unit 4A | Better Grades","41","true","Sequence Review","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/sequences-as-functions/","Sequences as Functions on the Integers | Unit 4A | Better Grades","64","true","Sequences as Functions on the Integers","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/squeeze-theorem-for-sequences/","The Squeeze Theorem for Sequences | Unit 4A | Better Grades","59","true","The Squeeze Theorem for Sequences","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/telescoping-series/","Telescoping Series | Unit 4A | Better Grades","44","true","Telescoping Series","true","textbook-lesson"
"/subjects/math/calculus/sequences-and-series/test-selection-practice/","Convergence-Test Selection Practice | Unit 4A | Better Grades","61","true","Convergence-Test Selection Practice","true","textbook-lesson"
"/subjects/math/calculus/sequences-series/harmonic-series-diverges/","Why does the harmonic series diverge? | Better Grades","53","true","Why does the harmonic series diverge?","true","quick-answer"
"/subjects/math/calculus/sequences-series/ratio-test-vs-root-test/","Ratio test or root test? Choose from the series structure | Better Grades","73","true","Ratio test or root test? Choose from the series structure","true","decision-guide"
"/subjects/math/calculus/visuals/","Calculus Visual Guides and Downloadable Diagrams | Better Grades","64","true","Calculus Visual Guides and Downloadable Diagrams","true","resource-hub"
"/subjects/math/calculus/visuals/convergence-tests-flowchart/","Convergence Tests Flowchart and Visual Guide | Better Grades","60","true","Convergence Tests Flowchart and Visual Guide","true","visual-guide"
"/subjects/math/calculus/visuals/derivative-rules-map/","Derivative Rules Map: How to Choose a Differentiation Rule | Better Grades","74","true","Derivative Rules Map: How to Choose a Differentiation Rule","true","visual-guide"
"/subjects/math/calculus/visuals/riemann-sum-progression/","Riemann Sum Progression: From Rectangles to Definite Integral | Better Grades","77","true","Riemann Sum Progression: From Rectangles to Definite Integral","true","visual-guide"
"/subjects/math/calculus/visuals/taylor-approximation-visual/","Taylor Polynomial Approximation Sequence Visual | Better Grades","63","true","Taylor Polynomial Approximation Sequence Visual","true","visual-guide"
"/subjects/math/calculus/worked-problems/","Curated Calculus Worked Problems | Better Grades","48","true","Curated Calculus Worked Problems","true","resource-hub"
"/subjects/math/calculus/worked-problems/absolute-versus-conditional-convergence/","Absolute Versus Conditional Convergence: Worked Example and Solution | Better Grades","84","true","Absolute Versus Conditional Convergence: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/alternating-series-test-example/","Alternating Series Test Example: Worked Example and Solution | Better Grades","76","true","Alternating Series Test Example: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/basic-chain-rule/","Basic Chain Rule: Worked Example and Solution | Better Grades","61","true","Basic Chain Rule: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/fencing-optimization/","Fencing Optimization: Worked Example and Solution | Better Grades","65","true","Fencing Optimization: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/finite-geometric-sum/","Finite Geometric Sum: Worked Example and Solution | Better Grades","65","true","Finite Geometric Sum: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","Fundamental Theorem Derivative: Worked Example and Solution | Better Grades","75","true","Fundamental Theorem Derivative: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/infinite-geometric-sum/","Infinite Geometric Sum: Worked Example and Solution | Better Grades","67","true","Infinite Geometric Sum: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/integration-by-parts-log-x/","Integration By Parts Log X: Worked Example and Solution | Better Grades","71","true","Integration By Parts Log X: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/integration-by-parts-x-e-x/","Integration By Parts X E X: Worked Example and Solution | Better Grades","71","true","Integration By Parts X E X: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/interval-of-convergence-example/","Interval Of Convergence Example: Worked Example and Solution | Better Grades","76","true","Interval Of Convergence Example: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/limit-by-factoring/","Limit By Factoring: Worked Example and Solution | Better Grades","63","true","Limit By Factoring: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/limit-by-rationalization/","Limit By Rationalization: Worked Example and Solution | Better Grades","69","true","Limit By Rationalization: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/limit-comparison-example/","Limit Comparison Example: Worked Example and Solution | Better Grades","69","true","Limit Comparison Example: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/nested-chain-rule/","Nested Chain Rule: Worked Example and Solution | Better Grades","62","true","Nested Chain Rule: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","One Sided Piecewise Limit: Worked Example and Solution | Better Grades","70","true","One Sided Piecewise Limit: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/open-top-box-optimization/","Open Top Box Optimization: Worked Example and Solution | Better Grades","70","true","Open Top Box Optimization: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/product-plus-chain-rule/","Product Plus Chain Rule: Worked Example and Solution | Better Grades","68","true","Product Plus Chain Rule: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","Quotient Plus Chain Rule: Worked Example and Solution | Better Grades","69","true","Quotient Plus Chain Rule: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/ratio-test-example/","Ratio Test Example: Worked Example and Solution | Better Grades","63","true","Ratio Test Example: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/repeated-integration-by-parts/","Repeated Integration By Parts: Worked Example and Solution | Better Grades","74","true","Repeated Integration By Parts: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/repeating-decimal-as-a-series/","Repeating Decimal As A Series: Worked Example and Solution | Better Grades","74","true","Repeating Decimal As A Series: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/root-test-example/","Root Test Example: Worked Example and Solution | Better Grades","62","true","Root Test Example: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/shifted-geometric-series/","Shifted Geometric Series: Worked Example and Solution | Better Grades","69","true","Shifted Geometric Series: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/taylor-approximation-error/","Taylor Approximation Error: Worked Example and Solution | Better Grades","71","true","Taylor Approximation Error: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","Taylor Polynomial From Derivatives: Worked Example and Solution | Better Grades","79","true","Taylor Polynomial From Derivatives: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","Taylor Series From Known Series: Worked Example and Solution | Better Grades","76","true","Taylor Series From Known Series: Worked Example and Solution","true","worked-problem"
"/subjects/math/calculus/worksheets/","Free Calculus Worksheets with Answers | Better Grades","53","true","Free Calculus Worksheets with Answers","true","resource-hub"
"/subjects/math/calculus/worksheets/chain-rule/","Chain Rule Worksheet with Answers and Worked Solutions | Better Grades","70","true","Chain Rule Worksheet with Answers and Worked Solutions","true","worksheet"
"/subjects/math/calculus/worksheets/evaluating-limits/","Evaluating Limits Worksheet with Complete Solutions | Better Grades","67","true","Evaluating Limits Worksheet with Complete Solutions","true","worksheet"
"/subjects/math/calculus/worksheets/geometric-series/","Geometric Series Worksheet with Answers and Printable PDF | Better Grades","73","true","Geometric Series Worksheet with Answers and Printable PDF","true","worksheet"
"/subjects/math/calculus/worksheets/integration-by-parts/","Integration by Parts Worksheet with Complete Solutions | Better Grades","70","true","Integration by Parts Worksheet with Complete Solutions","true","worksheet"
"/subjects/math/calculus/worksheets/optimization/","Calculus Optimization Worksheet with Complete Solutions | Better Grades","71","true","Calculus Optimization Worksheet with Complete Solutions","true","worksheet"
"/subjects/math/calculus/worksheets/taylor-series/","Taylor Series Worksheet with Answers and Error Practice | Better Grades","71","true","Taylor Series Worksheet with Answers and Error Practice","true","worksheet"
"/tools/","Math tools with visible limits | Better Grades","46","true","Useful tools. Visible limits.","false","directory"
