source,target,anchor_text,link_type,target_page_role,contextual_relevance
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/subjects/math/calculus/derivatives/","Unit 2A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/subjects/math/calculus/derivative-applications/","Continue to Unit 2B →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/","Unit 2A Derivative foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/","Unit 2B Derivative applications Continue to applications and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/","Derivative foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/","Orientation and prerequisites →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/why-derivatives-matter/","Derivative meaning and foundations →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/power-rule/","Core differentiation rules →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/sine-and-cosine/","Trigonometric, exponential, and logarithmic functions →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/composition/","The chain rule and compositions →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/implicit-differentiation/","Implicit, inverse, and logarithmic differentiation →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/higher-derivatives/","Higher derivatives and complete strategy →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/advanced-notes-2a/","Optional advanced explorations →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/unit-2a-review/","Review, practice, exams, and reference →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","Supporting material →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/","Derivative applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/","Orientation and the Unit 2A bridge →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/","Interpretation, motion, and rates →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/local-linearity/","Local linearity, differentials, and Newton s method →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/related-rates-workflow/","Related rates →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","Theorems, extrema, and curve shape →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/optimization-modeling/","Optimization →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/lhopital-rule/","L Hopital s Rule and indeterminate forms →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/modeling-studio/","Modeling studio →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/advanced-notes/","Optional advanced explorations →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/unit-2b-review/","Review, practice, exams, and reference →","contextual-body","decision-guide","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","Supporting material →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/","Open the Unit 2A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivatives/","Unit 2A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/subjects/math/calculus/derivative-applications/","Continue to Unit 2B →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/","Unit 2A Derivative foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/","Unit 2B Derivative applications Continue to applications and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/","Derivative foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/","Orientation and prerequisites →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/why-derivatives-matter/","Derivative meaning and foundations →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/power-rule/","Core differentiation rules →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/sine-and-cosine/","Trigonometric, exponential, and logarithmic functions →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/composition/","The chain rule and compositions →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/implicit-differentiation/","Implicit, inverse, and logarithmic differentiation →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/higher-derivatives/","Higher derivatives and complete strategy →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/advanced-notes-2a/","Optional advanced explorations →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/unit-2a-review/","Review, practice, exams, and reference →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","Supporting material →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/","Derivative applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/","Orientation and the Unit 2A bridge →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/","Interpretation, motion, and rates →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/local-linearity/","Local linearity, differentials, and Newton s method →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/related-rates-workflow/","Related rates →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","Theorems, extrema, and curve shape →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/optimization-modeling/","Optimization →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/lhopital-rule/","L Hopital s Rule and indeterminate forms →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/modeling-studio/","Modeling studio →","related-content","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/advanced-notes/","Optional advanced explorations →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/unit-2b-review/","Review, practice, exams, and reference →","contextual-body","decision-guide","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","Supporting material →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/","Open the Unit 2A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivatives/","Unit 2A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/subjects/math/calculus/derivative-applications/","Continue to Unit 2B →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/subjects/math/calculus/derivatives/","Derivatives","resource-companion","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/subjects/math/calculus/derivatives/rule-selection/","Rule Selection","resource-companion","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/subjects/math/calculus/worksheets/chain-rule/","Chain Rule Worksheet","resource-companion","worksheet","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/subjects/math/calculus/practice-exams/calculus-1-final/","Calculus I Practice Final","resource-companion","practice-exam","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/glossary/math/derivative/","derivative","resource-companion","glossary-term","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/glossary/math/","product rule","resource-companion","glossary-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/glossary/math/","quotient rule","resource-companion","glossary-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/formula-sheets/derivative-rules/","/glossary/math/chain-rule/","chain rule","resource-companion","glossary-term","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integrals/","Unit 3A Integral foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integration-applications/","Unit 3B Integration applications Continue to geometry and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integrals/","Integral foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integrals/","Orientation and integral roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integration-applications/","Integration applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integration-applications/","Orientation and applications roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integrals/","Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integrals/","01 Unit 3A: Integral Foundations and Techniques hub","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/answers/calculus/integral-of-sec-cubed/","Focused article Why the integral of sec³x brings itself back A concise in-depth exploration connected to the main unit.","contextual-body","answer","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integration-techniques/trigonometric-integrals/","Focused article Choosing a trigonometric-integral identity A concise in-depth exploration connected to the main unit.","contextual-body","decision-guide","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integration-techniques/partial-fractions/","Focused article Partial fractions as an integration method A concise in-depth exploration connected to the main unit.","contextual-body","decision-guide","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/integration-techniques/improper-integrals/","Focused article Improper integrals and convergence A concise in-depth exploration connected to the main unit.","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/practice-exams/calculus-1-final/","practice exam Calculus I Practice Final","resource-companion","practice-exam","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/worksheets/integration-by-parts/","worksheet Integration by Parts Worksheet","resource-companion","worksheet","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/visuals/riemann-sum-progression/","visual guide Riemann Sum Progression","resource-companion","visual-guide","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/","/subjects/math/calculus/worked-problems/integration-by-parts-x-e-x/","worked problem Integration By Parts X E X","resource-companion","worked-problem","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/","Unit 3A Integral foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/","Unit 3B Integration applications Continue to geometry and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/","Integral foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/","Orientation and integral roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/antiderivatives/","Antiderivatives and accumulated change →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Riemann sums and the definite integral →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/accumulation-functions/","The Fundamental Theorem of Calculus →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/basic-antiderivative-rules/","Computing integrals →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/numerical-integration/","Numerical and improper integration →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/","Integration applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/","Orientation and applications roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/area-between-curves/","Area and volume →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/arc-length/","Length, surface, mass, and balance →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/work-and-variable-force/","Physics and quantitative applications →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/","Open the Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integrals/","Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/subjects/math/calculus/integration-applications/","Continue to Unit 3B applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/accumulation-functions/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/","Unit 3A Integral foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/","Unit 3B Integration applications Continue to geometry and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/","Integral foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/","Orientation and integral roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/antiderivatives/","Antiderivatives and accumulated change →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Riemann sums and the definite integral →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/accumulation-functions/","The Fundamental Theorem of Calculus →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/basic-antiderivative-rules/","Computing integrals →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/numerical-integration/","Numerical and improper integration →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/","Integration applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/","Orientation and applications roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/area-between-curves/","Area and volume →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/arc-length/","Length, surface, mass, and balance →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/work-and-variable-force/","Physics and quantitative applications →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/","Open the Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integrals/","Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/subjects/math/calculus/integration-applications/","Continue to Unit 3B applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/antiderivatives/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/","Unit 3A Integral foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/","Unit 3B Integration applications Continue to geometry and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/","Integral foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/","Orientation and integral roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/antiderivatives/","Antiderivatives and accumulated change →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Riemann sums and the definite integral →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/accumulation-functions/","The Fundamental Theorem of Calculus →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/basic-antiderivative-rules/","Computing integrals →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/numerical-integration/","Numerical and improper integration →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/","Integration applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/","Orientation and applications roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/area-between-curves/","Area and volume →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/arc-length/","Length, surface, mass, and balance →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/work-and-variable-force/","Physics and quantitative applications →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/","Open the Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integrals/","Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/subjects/math/calculus/integration-applications/","Continue to Unit 3B applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/average-value-of-a-function/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/","Unit 3A Integral foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/","Unit 3B Integration applications Continue to geometry and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/","Integral foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/","Orientation and integral roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/antiderivatives/","Antiderivatives and accumulated change →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Riemann sums and the definite integral →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/accumulation-functions/","The Fundamental Theorem of Calculus →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
