lesson_id,unit,exercise_set,purpose,recommended_count,canonical_lesson_path,answer_boundary,grading_policy
A7.5,A7,A7.5-P1,Binomial and larger products.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.5,A7,A7.5-P2,Coefficient tables.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.5,A7,A7.5-P3,Missing terms.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.5,A7,A7.5-P4,Check by substitution.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.5,A7,A7.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/polynomial-operations/polynomial-times-polynomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.6,A7,A7.6-P1,Expand.,2-5,/subjects/math/algebra/polynomial-operations/special-products/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.6,A7,A7.6-P2,Fill missing terms.,2-5,/subjects/math/algebra/polynomial-operations/special-products/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.6,A7,A7.6-P3,Identify invalid pattern use.,2-5,/subjects/math/algebra/polynomial-operations/special-products/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.6,A7,A7.6-P4,Derive identities.,2-5,/subjects/math/algebra/polynomial-operations/special-products/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.6,A7,A7.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/polynomial-operations/special-products/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.7,A7,A7.7-P1,Simplify.,2-5,/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.7,A7,A7.7-P2,Mixed exponents.,2-5,/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.7,A7,A7.7-P3,Explain every-term division.,2-5,/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.7,A7,A7.7-P4,State restrictions.,2-5,/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.7,A7,A7.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/polynomial-operations/division-by-a-monomial/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.8,A7,A7.8-P1,Exact division.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-long-division/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.8,A7,A7.8-P2,Remainders.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-long-division/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.8,A7,A7.8-P3,Interpret P=DQ+R.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-long-division/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.8,A7,A7.8-P4,Repair alignment errors.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-long-division/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.8,A7,A7.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/polynomial-operations/polynomial-long-division/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.9,A7,A7.9-P1,Mixed operations.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.9,A7,A7.9-P2,Critique (a+b)^2=a^2+b^2.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.9,A7,A7.9-P3,Explain choices.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.9,A7,A7.9-P4,Cumulative transfer.,2-5,/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A7.9,A7,A7.9-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/polynomial-operations/polynomial-structure-clinic/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.1,A8,A8.1-P1,Numerical and polynomial GCF.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.1,A8,A8.1-P2,Negative GCF.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.1,A8,A8.1-P3,Multivariable terms.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.1,A8,A8.1-P4,Incomplete factoring errors.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.1,A8,A8.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/factoring-as-reverse-distribution-and-gcf/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.2,A8,A8.2-P1,Four-term factoring.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.2,A8,A8.2-P2,Negative groups.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.2,A8,A8.2-P3,Regrouping.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.2,A8,A8.2-P4,Identify when grouping does not help.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.2,A8,A8.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/factoring-by-grouping/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.3,A8,A8.3-P1,"Positive and negative b,c.",2-5,/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.3,A8,A8.3-P2,Prime cases.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.3,A8,A8.3-P3,Expand to check.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.3,A8,A8.3-P4,Area contexts.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.3,A8,A8.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/factoring-x-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.4,A8,A8.4-P1,General trinomials.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.4,A8,A8.4-P2,GCF first.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.4,A8,A8.4-P3,Compare methods.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.4,A8,A8.4-P4,Error analysis.,2-5,/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.4,A8,A8.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/factoring-ax-2-bx-c/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.5,A8,A8.5-P1,Factor special forms.,2-5,/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.5,A8,A8.5-P2,Mixed powers.,2-5,/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.5,A8,A8.5-P3,Distinguish sum of squares over reals.,2-5,/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.5,A8,A8.5-P4,Complete patterns.,2-5,/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.5,A8,A8.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/special-factoring-patterns/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.6,A8,A8.6-P1,Mixed factoring.,2-5,/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.6,A8,A8.6-P2,Quadratic-in-form substitutions.,2-5,/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.6,A8,A8.6-P3,Stop conditions.,2-5,/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.6,A8,A8.6-P4,Explain completeness.,2-5,/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.6,A8,A8.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/general-factoring-strategy-and-irreducibility/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.7,A8,A8.7-P1,Solve factored equations.,2-5,/subjects/math/algebra/factoring-quadratics/zero-product-property/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.7,A8,A8.7-P2,Identify misuse.,2-5,/subjects/math/algebra/factoring-quadratics/zero-product-property/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.7,A8,A8.7-P3,Construct equations from roots.,2-5,/subjects/math/algebra/factoring-quadratics/zero-product-property/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.7,A8,A8.7-P4,Repeated factors.,2-5,/subjects/math/algebra/factoring-quadratics/zero-product-property/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.7,A8,A8.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/zero-product-property/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.8,A8,A8.8-P1,Standard and disguised quadratics.,2-5,/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.8,A8,A8.8-P2,Repeated roots.,2-5,/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.8,A8,A8.8-P3,Applications.,2-5,/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.8,A8,A8.8-P4,Assess method suitability.,2-5,/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.8,A8,A8.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/solving-quadratics-by-factoring/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.9,A8,A8.9-P1,(x-h)^2=k.,2-5,/subjects/math/algebra/factoring-quadratics/square-root-method/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.9,A8,A8.9-P2,Exact radicals.,2-5,/subjects/math/algebra/factoring-quadratics/square-root-method/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.9,A8,A8.9-P3,No-real-solution preview.,2-5,/subjects/math/algebra/factoring-quadratics/square-root-method/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.9,A8,A8.9-P4,Geometry contexts.,2-5,/subjects/math/algebra/factoring-quadratics/square-root-method/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.9,A8,A8.9-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/square-root-method/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.10,A8,A8.10-P1,Build perfect-square trinomials.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.10,A8,A8.10-P2,Find missing constants.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.10,A8,A8.10-P3,Explain (b/2)^2.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.10,A8,A8.10-P4,Connect to vertex form.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.10,A8,A8.10-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/completing-the-square-geometrically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.11,A8,A8.11-P1,Monic and nonmonic equations.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.11,A8,A8.11-P2,Exact solutions.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.11,A8,A8.11-P3,Compare with factoring.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.11,A8,A8.11-P4,Check.,2-5,/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.11,A8,A8.11-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/completing-the-square-algebraically/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.12,A8,A8.12-P1,Substitute carefully.,2-5,/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.12,A8,A8.12-P2,Simplify radicals.,2-5,/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.12,A8,A8.12-P3,Classify roots.,2-5,/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.12,A8,A8.12-P4,Choose among methods.,2-5,/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A8.12,A8,A8.12-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/factoring-quadratics/quadratic-formula-and-discriminant/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.1,A9,A9.1-P1,Match forms and graphs.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-relations-and-three-useful-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.1,A9,A9.1-P2,Identify exposed information.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-relations-and-three-useful-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.1,A9,A9.1-P3,Choose best form.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-relations-and-three-useful-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.1,A9,A9.1-P4,Explain equivalence.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-relations-and-three-useful-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.1,A9,A9.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/quadratic-relations-and-three-useful-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.2,A9,A9.2-P1,Sketch.,2-5,/subjects/math/algebra/quadratic-functions/graphing-parabolas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.2,A9,A9.2-P2,Find axis and vertex.,2-5,/subjects/math/algebra/quadratic-functions/graphing-parabolas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.2,A9,A9.2-P3,Compare a-values.,2-5,/subjects/math/algebra/quadratic-functions/graphing-parabolas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.2,A9,A9.2-P4,Interpret direction.,2-5,/subjects/math/algebra/quadratic-functions/graphing-parabolas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.2,A9,A9.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/graphing-parabolas/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.3,A9,A9.3-P1,Graph from factors.,2-5,/subjects/math/algebra/quadratic-functions/factored-form-and-zeros/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.3,A9,A9.3-P2,Construct from zeros.,2-5,/subjects/math/algebra/quadratic-functions/factored-form-and-zeros/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.3,A9,A9.3-P3,Interpret repeated roots.,2-5,/subjects/math/algebra/quadratic-functions/factored-form-and-zeros/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.3,A9,A9.3-P4,Sign intervals.,2-5,/subjects/math/algebra/quadratic-functions/factored-form-and-zeros/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.3,A9,A9.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/factored-form-and-zeros/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.4,A9,A9.4-P1,Graph transformations.,2-5,/subjects/math/algebra/quadratic-functions/vertex-form-and-transformations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.4,A9,A9.4-P2,Find equation from vertex and point.,2-5,/subjects/math/algebra/quadratic-functions/vertex-form-and-transformations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.4,A9,A9.4-P3,Interpret parameters.,2-5,/subjects/math/algebra/quadratic-functions/vertex-form-and-transformations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.4,A9,A9.4-P4,Error analysis.,2-5,/subjects/math/algebra/quadratic-functions/vertex-form-and-transformations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.4,A9,A9.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/vertex-form-and-transformations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.5,A9,A9.5-P1,Convert all directions.,2-5,/subjects/math/algebra/quadratic-functions/moving-among-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.5,A9,A9.5-P2,Select method.,2-5,/subjects/math/algebra/quadratic-functions/moving-among-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.5,A9,A9.5-P3,Explain visible/hidden information.,2-5,/subjects/math/algebra/quadratic-functions/moving-among-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.5,A9,A9.5-P4,Mixed exact work.,2-5,/subjects/math/algebra/quadratic-functions/moving-among-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
